id	name	ancestors	
REzSqUrAWhh	Trung tâm Pháp Y	Việt Nam/Bắc Kạn	
rFgtLbpNsAD	Thị xã Dĩ An	Việt Nam/Bình Dương	
rfYNt3CTRNg	Quận Bình Thuỷ	Việt Nam/Cần Thơ	
RHs4RnpFOIg	Trường Trung cấp Y	Việt Nam/Hòa Bình	
RI04WgDuea3	Bệnh viện Tâm thần 	Việt Nam/Nam Định	
rIDwBp5nhNq	Sở Y tế Hậu Giang	Việt Nam/Hậu Giang	
Rjij9u3aGP0	Bệnh viện đa khoa khu vực Long Khánh	Việt Nam/Đồng Nai	
rjiP3UajA7a	Huyện Tân Sơn	Việt Nam/Phú Thọ	
RjKlsU2UZXt	Sở Y tế	Việt Nam/Tây Ninh	
RJRqFZmXcbh	Huyện Tân Biên	Việt Nam/Tây Ninh	
rL2dU8Q7VCI	Huyện Hóc Môn	Việt Nam/Hồ Chí Minh	
Rl6zH4bXoBU	Bệnh viện đa khoa khu vực Phúc Yên	Việt Nam/Vĩnh Phúc	
rLNZzXfcdDD	Huyện Võ Nhai	Việt Nam/Thái Nguyên	
rLpXGieYeXm	Huyện Bá Thước	Việt Nam/Thanh Hóa	
RLYaNcL4fJK	Bệnh viện đa khoa Trung tâm tỉnh An Giang	Việt Nam/An Giang	
rLyC31oApzR	Bệnh viện Lao và Bệnh Phổi	Việt Nam/Hà Nam	
RmvBsX32wQh	Trường Cao đẳng y tế	Việt Nam/An Giang	
RnqWhQHiEGz	Huyện Lâm Hà	Việt Nam/Lâm Đồng	
RnY6qcUisUi	Bệnh viện Đa khoa Nhân Dân	Việt Nam/An Giang	
RoVbaJUwPJj	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Cao Bằng	
rP2VxzhKOOK	Trung tâm truyền thông GDSK	Việt Nam/Lâm Đồng	
RP5BkIMJRDY	Bệnh viện Mắt Quốc tế	Việt Nam/Hải Dương	
rpQ8Ocxww5J	Quang Ninh Provincial General Hospital	Việt Nam/Quảng Ninh	
RpU74KfBVYl	Trung tâm Y tế Dự phòng (Sáp nhập 2020)	Việt Nam/Hậu Giang	
RPug7kxsQXM	Huyện Ý Yên	Việt Nam/Nam Định	
RQ2IFjsNMmC	Huyện Tân Thạnh	Việt Nam/Long An	
rRheZGXBKoV	Bệnh viện Đa khoa khu vực Cẩm Phả	Việt Nam/Quảng Ninh	
rrJvKyh2Hoj	Thành phố Hà Tĩnh	Việt Nam/Hà Tĩnh	
rRVVYwRT3Yb	Chi cục An toàn VSTP	Việt Nam/Hà Nội	
rsyDnl76dXg	Huyện Gia Lộc	Việt Nam/Hải Dương	
rtc8GgHd4BD	Trung tâm Chăm sóc sức khỏe sinh sản	Việt Nam/Nghệ An	
RtI5AI6v1cT	Trung tâm cấp cứu 115	Việt Nam/Phú Yên	
Rtj3ImG7eQb	Huyện Cư Jút	Việt Nam/Đắk Nông	
rTOyfnqI1pL	Bệnh viện đa khoa quốc tế Vinmec thành phố Đà Nẵng	Việt Nam/Đà Nẵng	
RtSyiZBiVCt	Bệnh viện Y học cổ truyền	Việt Nam/Bến Tre	
ru06Fl5sbeK	Huyện Nga Sơn	Việt Nam/Thanh Hóa	
RUfqoAb9k45	Trung tâm  Pháp y tỉnh	Việt Nam/Bình Định	
RUJ2yUgOqwU	Trung tâm Kiểm nghiệm 	Việt Nam/Vĩnh Phúc	
rV90hhx4dkY	Bệnh viện Sản nhi	Việt Nam/Bắc Ninh	
RVNeJQsdLXs	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Lai Châu	
rvZfwCGcMnS	Huyện Krông Năng	Việt Nam/Đắk Lắk	
rwOs8NkvlpN	Thị xã Long Khánh	Việt Nam/Đồng Nai	
RwRZnYIty2D	Chi cục Dân số - KHHGĐ	Việt Nam/Hà Tĩnh	
RXEhEXRT0y0	Bệnh viện Phổi 	Việt Nam/Nam Định	
rxOmabdnjLk	Phòng khám ĐK Tam Đức	Việt Nam/Đồng Nai	
rXOq0mvFYNR	Thành phố Thái Bình	Việt Nam/Thái Bình	
rxPmpxHTLUZ	Huyện Bàu Bàng	Việt Nam/Bình Dương	
RxXPHUeo3JN	Bệnh viện Mắt và Da liễu	Việt Nam/Hải Dương	
ry6xGiOu4WI	Bệnh viện Y học cổ truyền	Việt Nam/Đồng Tháp	
RYAhNcucOZO	Phòng khám ĐK Ái Nghĩa Biên Hòa	Việt Nam/Đồng Nai	
rYBL9y7PJ5k	Huyện An Dương	Việt Nam/Hải Phòng	
rYDkkVpXql3	Sở Y tế Hà Giang	Việt Nam/Hà Giang	
rYkWsYlDwim	Bệnh Viện Mắt 	Việt Nam/Thái Nguyên	
Rz12YDCpJ4T	Quận Hồng Bàng	Việt Nam/Hải Phòng	
RZxbckSDHow	Bệnh viện Mắt	Việt Nam/Thái Bình	
s0zDU2od4dH	Vụ BHYT	Việt Nam/Các đơn vị thuộc Bộ	
S1rcwAthhn7	Huyện Ngân Sơn	Việt Nam/Bắc Kạn	
S1VmnifENX7	Huyện Thuận Nam	Việt Nam/Ninh Thuận	
S2e1AG58cJ5	Bảo Hiểm xã hội tỉnh Bạc Liêu	Việt Nam/Bạc Liêu	
S2m1K0WkfFe	Trung tâm Phòng chống HIV/AIDS	Việt Nam/Phú Yên	
S30mZGG4dVx	Huyện Tân Phú Đông	Việt Nam/Tiền Giang	
s3O3CgsN9Rf	Trường Trung cấp y tế	Việt Nam/Tây Ninh	
S3QeZwsGsVD	Huyện Hiệp Hòa	Việt Nam/Bắc Giang	
s3qx0st6uR9	Trung tâm Kiểm nghiệm	Việt Nam/Sơn La	
s4cotcQqEgf	Chi cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Cần Thơ	
s6b87IiewzZ	Trung tâm Kiểm nghiệm Thuốc - Mỹ phẩm - Thực phẩm	Việt Nam/Cao Bằng	
S6syQXepL5Y	Trung tâm Giám định Y khoa 	Việt Nam/Bạc Liêu	
s70bbcL5Rk4	Bệnh viện Đa khoa Xuyên Á	Việt Nam/Tây Ninh	
S7KBVZc10Fz	Bệnh viện Sài Gòn – Phan Rang	Việt Nam/Ninh Thuận	
s7qPrwGI98b	Trung tâm Kiểm nghiệm dược	Việt Nam/Bà Rịa - Vũng Tàu	
s83k8l0TAv7	Huyện Tây Trà (Sáp nhập 2020)	Việt Nam/Quảng Ngãi	
s9eNsIPqGn5	Huyện Tân Hiệp	Việt Nam/Kiên Giang	
s9MASIAXJFL	Trung tâm Kiểm nghiêm	Việt Nam/Vĩnh Long	
SauQpMjmh24	Sở Y tế tỉnh Vĩnh Long	Việt Nam/Vĩnh Long	
SB28FAR7TA3	Bệnh viện đa khoa tư nhân Lâm Hoa Thái Bình	Việt Nam/Thái Bình	
SBbt3TxvyFr	Bệnh viện Nhi đồng Thành phố	Việt Nam/Hồ Chí Minh	
sbHyAuUI97R	Chi cục Vệ sinh An toàn thực phẩm	Việt Nam/Thừa Thiên Huế	
sBlF208cuCz	Sở Y tế	Việt Nam/Bình Định	
sbVTfp2aXOh	Huyện Tân Yên	Việt Nam/Bắc Giang	
SbZIzArUGIN	Phòng khám ĐK Lê Thành	Việt Nam/Đồng Nai	
SC3Ec3siDJo	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Ninh Bình	
SCLPYnwR4Ao	Bệnh viện chuyên khoa tâm thần	Việt Nam/Khánh Hòa	
scUBWk94eLg	Thành phố Tuy Hoà	Việt Nam/Phú Yên	
SdB1gdF0mf3	Phòng khám ĐK Đức Trung	Việt Nam/Hải Phòng	
SdDn7H7hwIK	Huyện Minh Long	Việt Nam/Quảng Ngãi	
SdKmheRMQL9	Thị xã Hồng Lĩnh	Việt Nam/Hà Tĩnh	
SdzQsSUMu18	Chi cục Dân Số	Việt Nam/Bà Rịa - Vũng Tàu	
seA0nl8y0a8	Chi cục ATVSTP	Việt Nam/Gia Lai	
seaUwZkmdft	Bệnh viện Hữu nghị Việt Nam - Cu ba	Việt Nam/Hà Nội	
sec2ZZA4Dml	Trường Cao đẳng nghề Kỹ thuật Thiết bị Y tế	Việt Nam/Các đơn vị trực thuộc Bộ	
seCs2zhJZtd	Huyện Hữu Lũng	Việt Nam/Lạng Sơn	
segLZ7byTb5	Trung tâm kiểm nghiệm Thuốc - MP - TP	Việt Nam/Hà Nam	
seTHui3TiSX	Trường Đại học Y Dược Hải Phòng	Việt Nam/Các đơn vị trực thuộc Bộ	
sFBiUipHgKL	Huyện Tam Đảo	Việt Nam/Vĩnh Phúc	
sfGKTYpyHD0	Huyện Nông Sơn	Việt Nam/Quảng Nam	
SFW9sl8C6jT	Thị xã Hồng Ngự	Việt Nam/Đồng Tháp	
sgHKWedqXlp	Bệnh viện Phổi	Việt Nam/Đồng Tháp	
sGmq30YA269	Trung tâm Truyền thông - Giáo dục sức khỏe TW	Việt Nam/Các đơn vị trực thuộc Bộ	
shJ2Xtqsq4Z	Bệnh viện Phục hồi chức năng	Việt Nam/Đà Nẵng	
shl55cO3pnR	Thị xã Kỳ Anh	Việt Nam/Hà Tĩnh	
sHLDQYcIvMU	Chi Cục Dân số - Kế hoạch hóa gia đình 	Việt Nam/Vĩnh Phúc	
sHQAyrn1XjR	Bệnh viện Đa khoa Hồng Hưng	Việt Nam/Tây Ninh	
SiBdNE6SxBW	Thành phố Bắc Ninh	Việt Nam/Bắc Ninh	
sieo0Xn3zI9	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Nam Định	
SiFZpU8yR3B	Bệnh viện Mắt	Việt Nam/Bắc Ninh	
sj4THf798Tb	Phòng Khám Đa Khoa Ngôi Sao	Việt Nam/Thái Nguyên	
SjqLukCWcwZ	Sở Y Tế tỉnh Thừa Thiên Huế	Việt Nam/Thừa Thiên Huế	
sKox0WUP847	Trung tâm KN Dược - Mỹ phẩm	Việt Nam/Lạng Sơn	
SkTVHDZIbIe	Bệnh viện Phong - Da liễu Trung ương Quỳnh Lập	Việt Nam/Các đơn vị trực thuộc Bộ	
SlCXqcicp8f	Bệnh viện Mắt QT Hoàn Mỹ-Sài Gòn	Việt Nam/Hồ Chí Minh	
SlMDAwm6fHq	Bệnh viện Đa khoa Tân Dân	Việt Nam/Bắc Giang	
SLWtOGkHuG3	Trung tâm Cấp cứu Đà Nẵng	Việt Nam/Đà Nẵng	
slYdGYp9Snl	Bệnh viện CK PTTM QT Thảo Điền	Việt Nam/Hồ Chí Minh	
smOdGYxGVpz	Chi cục Dân số và KHHGĐ 	Việt Nam/Bạc Liêu	
Smv6NNwitEr	Thành phố Ngã Bảy	Việt Nam/Hậu Giang	
sN4urTQQeBb	Bệnh viện Mắt Bình Tâm 	Việt Nam/Thanh Hóa	
snMgyMAIS2F	Phòng khám, điều trị HIV/AIDS	Việt Nam/Thanh Hóa	
sODs2O0c2Us	Bệnh viện Da liễu	Việt Nam/Khánh Hòa	
SouKJMO48am	Bệnh viện Tâm thần	Việt Nam/Bình Định	
Sp6pdED5LSr	Trung tâm pháp y	Việt Nam/Lâm Đồng	
SPMX6RTe2mN	Dien Bien Provincial General Hospital	Việt Nam/Điện Biên	
sq1oXPCFVKV	Huyện Yên Định	Việt Nam/Thanh Hóa	
sqdkdyLMV6f	Dak Lak Provincial General Hospital	Việt Nam/Đắk Lắk	
Srj43HFEYoY	Huyện Cô Tô	Việt Nam/Quảng Ninh	
srl34gQDeNu	Huyện Yên Châu	Việt Nam/Sơn La	
srrBarerlTr	Phòng khám ĐK An Bình Nasa	Việt Nam/Đồng Nai	
srxRSrtXVjK	Trường Cao đẳng Y tế	Việt Nam/Bình Thuận	
sS7Yy5e881x	Bệnh viện Lão khoa Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
ssVSyTPRvla	Phòng khám ĐK Long Bình- chi nhánh Bàu Xéo	Việt Nam/Đồng Nai	
stfmE0wwER5	Bệnh viện Y học cổ truyền 	Việt Nam/Bình Dương	
stGXrGAy4uJ	Trung tâm Giám định Y khoa 	Việt Nam/Kiên Giang	
StiVgxJXUBX	Huyện Cam Lộ	Việt Nam/Quảng Trị	
STkFACrmpar	Bệnh viện đa khoa Hồng Phúc	Việt Nam/Bắc Ninh	
STLxruqopIq	Bệnh viện Đa khoa Hòa Hảo Medic Cần Thơ	Việt Nam/Cần Thơ	
StU2TJ9V87s	Huyện Bắc Yên	Việt Nam/Sơn La	
sU20aXTuXOF	Bệnh viện C Đà Nẵng	Việt Nam/Các đơn vị trực thuộc Bộ	
SuiHziFFBZN	Phòng khám ĐK Hiện Đại	Việt Nam/Hải Phòng	
sUIqTd1vgEf	phòng khám đa khoa Bình An - KCN	Việt Nam/Quảng Nam	
sVROefDD2eP	Huyện M'Đrắk	Việt Nam/Đắk Lắk	
swGUBdvsIgb	Bệnh viện Quốc tế Phương Châu	Việt Nam/Cần Thơ	
swpO4ScpMTb	Bệnh viện GPTM Sài Gòn	Việt Nam/Hồ Chí Minh	
SWZWG0O1fsI	Bệnh viện Tim mạch	Việt Nam/Cần Thơ	
sxyobULxz97	Huyện Nam Trực	Việt Nam/Nam Định	
sy38TMtxqVJ	Trung tâm Cấp cứu 115	Việt Nam/Hồ Chí Minh	
Sy4gN5DLUeb	Phòng khám BSGĐ Trường ĐHYD HUẾ	Việt Nam/Thừa Thiên Huế	
syf2o2yWPPO	Huyện Đại Lộc	Việt Nam/Quảng Nam	
sYLd0mQdbvw	Bệnh viện Đa khoa Bình Dân ĐN	Việt Nam/Đà Nẵng	
Szb8mOVwy9J	Chi cục ATVSTP	Việt Nam/Đắk Lắk	
szfKBodcrj6	Bệnh viện Y học cổ truyền	Việt Nam/Điện Biên	
SzI07BhcWCy	Bệnh viện đa khoa Thanh Trì	Việt Nam/Hà Nội	
szpUAlx9pFW	Vụ SK BMTE	Việt Nam/Các đơn vị thuộc Bộ	
T21rLXY0fHW	Huyện Hướng Hóa	Việt Nam/Quảng Trị	
T2n9cQ3nhv6	Huyện Hàm Thuận Nam	Việt Nam/Bình Thuận	
t51ZztGtwGU	Trường THYT	Việt Nam/Gia Lai	
t6MI0XURVST	Huyện Xuân Trường	Việt Nam/Nam Định	
t8HoJelt21T	Trường CĐ Y tế Hà Tĩnh	Việt Nam/Hà Tĩnh	
t9gE8CgvIqP	Thành phố Ninh Bình	Việt Nam/Ninh Bình	
ta7LBziD4fF	Bệnh viện đa khoa Nhật Tân	Việt Nam/An Giang	
taEDFBABEPc	Sở Y tế tỉnh Lai Châu	Việt Nam/Lai Châu	
TAkEAQJt3v0	Trung tâm Kiểm soát bệnh tật	Việt Nam/Phú Yên	
TAN0EttSFCD	Bệnh viện đa khoa tỉnh	Việt Nam/Hà Nam	
taVr3AI5zfu	Bệnh viện Đa khoa Cửa Đông	Việt Nam/Nghệ An	
tB5CZwyrr0h	Bệnh viện Mắt	Việt Nam/Phú Yên	
tBR9yvTGLIi	Trung tâm Kiểm soát bệnh tật (CDC)	Việt Nam/Hậu Giang	
tBSZZoHEjeo	Quận 4	Việt Nam/Hồ Chí Minh	
TbtW9xGCa7s	Bệnh viện Chuyên khoa 27 tháng 2 tỉnh Sóc Trăng	Việt Nam/Sóc Trăng	
tbw2XviZ4JC	Huyện Ninh Sơn	Việt Nam/Ninh Thuận	
TCdF4axN5GC	Bệnh viện ACA Bỉm Sơn	Việt Nam/Thanh Hóa	
TcjbfbH5opD	Bệnh viện Đa khoa tỉnh	Việt Nam/Long An	
tDamZZ2eP9g	Trung tâm Giám định Y khoa (Sáp nhập 2020)	Việt Nam/Hòa Bình	
TDPN39AeAyg	Huyện Khánh Sơn	Việt Nam/Khánh Hòa	
tdYbZDb9gtv	Huyện Ea Kar	Việt Nam/Đắk Lắk	
TeeQ6VuNMN8	Chi cục DS KHHGĐ	Việt Nam/Lạng Sơn	
TevNWgMOcUf	Trung tâm giám định y khoa	Việt Nam/Thanh Hóa	
tfAjEMzUSQM	Trung tâm Pháp Y (Sáp nhập 2020)	Việt Nam/Hậu Giang	
TffXixnZhXe	Huyện Đại Từ	Việt Nam/Thái Nguyên	
tfk2plGOQhc	Bệnh viện Đa khoa 	Việt Nam/Lạng Sơn	
tFkUJGZ5Q1i	Phòng khám ĐK Quốc tế Long Bình C11	Việt Nam/Đồng Nai	
tFrS9399IzB	Huyện Bình Xuyên	Việt Nam/Vĩnh Phúc	
TG45OLhRjMs	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Hà Giang	
TgbSIaqjILi	BV Trường đại học Võ Trường Toản	Việt Nam/Hậu Giang	
TGnhAaSJ8nq	Bệnh viện Mắt Sông Cầu	Việt Nam/Bắc Ninh	
TgqpQMQZsBV	Phòng khám đa khoa Âu Lạc Thanh Sơn	Việt Nam/Thừa Thiên Huế	
TH6oAD7uTas	Trạm chuyên khoa Tâm thần	Việt Nam/Phú Yên	
tHe9jICrGHF	Bệnh viện Nhi	Việt Nam/Lâm Đồng	
THnBWwqqcCI	Trung tâm Pháp Y	Việt Nam/Đắk Lắk	
THt2x5BXyBW	Trung tâm Kiểm nghiệm thuốc, mỹ phẩm, thực phẩm 	Việt Nam/Kiên Giang	
TI2mj8KBa0a	Huyện Gò Dầu	Việt Nam/Tây Ninh	
TIaAoPuKOMB	Huyện Ea Súp	Việt Nam/Đắk Lắk	
TifpS8dnYaN	Phòng khám ĐK Ái Nghĩa Long Thành	Việt Nam/Đồng Nai	
TIgmnQm8dbp	Thành phố Thủ Dầu Một	Việt Nam/Bình Dương	
TiKHGCa8bCC	Huyện Bù Đốp	Việt Nam/Bình Phước	
tiP3KPBI7Ht	Phòng khám ĐK Long Bình Tân	Việt Nam/Đồng Nai	
tJK6e92NG8P	Thị xã Tân Uyên	Việt Nam/Bình Dương	
TjlXljwMnbc	Huyện Giang Thành	Việt Nam/Kiên Giang	
tJnfvMhA4lJ	Thành Phố Bắc Kạn	Việt Nam/Bắc Kạn	
TjQp5jsV57l	Trường Trung cấp Y	Việt Nam/Vĩnh Phúc	
tkOu5yICj7C	Trung tâm Chăm sóc sức khỏe sinh sản tỉnh Lào Cai	Việt Nam/Lào Cai	
TlaQLoGpXnW	Bệnh viện Đa khoa Quốc tế SIS Cần Thơ	Việt Nam/Cần Thơ	
tljPkBUymNj	Huyện Vĩnh Lợi	Việt Nam/Bạc Liêu	
tLqR7coaCpf	Bệnh viện Quốc tế Vinh	Việt Nam/Nghệ An	
tMBSoGBQzpk	Trung tâm kiểm nghiệm Dược phẩm, mỹ phẩm	Việt Nam/Lâm Đồng	
TMQVWGEINdD	Bệnh viện Lao và Bệnh phổi	Việt Nam/Cần Thơ	
TmTzcgpVt5f	Bệnh viện đa khoa khu vực Cù Lao Minh	Việt Nam/Bến Tre	
tneC6zcNbIF	Trung tâm CSSKSS (Sáp nhập 2020)	Việt Nam/Bà Rịa - Vũng Tàu	
tnfXhzMV3qd	Bệnh viện Chỉnh hình và PHCN	Việt Nam/Thái Nguyên	
TNslLeDHuxy	Huyện Bạch Thông	Việt Nam/Bắc Kạn	
toxdTlmxsDO	Chi cục ATVSTP	Việt Nam/Hòa Bình	
tp1YSL91LcB	Bệnh viện Việt Nam - Thụy Điển Uông Bí	Việt Nam/Các đơn vị trực thuộc Bộ	
tphLIrMQHJE	Trung tâm kiểm nghiệm 	Việt Nam/Bắc Ninh	
TPS9NKXrqXP	Huyện Na Rì	Việt Nam/Bắc Kạn	
tPuGP595hJv	Huyện Phú Tân	Việt Nam/Cà Mau	
tPZpvY6MKm9	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Long An	
tqGdzN9mAp2	Huyện Phục Hoà (sáp nhập 2020)	Việt Nam/Cao Bằng	
trIMKmVmrXo	Huyện Long Thành	Việt Nam/Đồng Nai	
TrNc1ioNtRK	Huyện Gò Công Đông	Việt Nam/Tiền Giang	
TRtXexCc2Yk	Bệnh viện da liễu	Việt Nam/Thanh Hóa	
TsboP15b3Pj	Bệnh xá Trường Sỹ quan công binh	Việt Nam/Bình Dương	
TStFuoS71u4	Trạm chuyên khoa Lao	Việt Nam/Phú Yên	
tTbsjyGgjp3	Tổng cục DS KHHGĐ	Việt Nam/Các đơn vị thuộc Bộ	
ttM5CifvDCB	Thành phố Cao Lãnh	Việt Nam/Đồng Tháp	
tTMseT7facq	Trung tâm Pháp y	Việt Nam/Hà Nam	
TubYZTvoU0t	Huyện Thạch An	Việt Nam/Cao Bằng	
TuSNIusqexl	Huyện Nam Trà My	Việt Nam/Quảng Nam	
Tv46hj1wWvq	Bệnh viện Phong - Da liễu Trung ương Quy Hòa	Việt Nam/Các đơn vị trực thuộc Bộ	
TVN0jYGbjlQ	Bệnh viện Y dược cổ truyền và phục hồi chức năng	Việt Nam/Phú Thọ	
TvwIqdF8RhM	Huyện Lộc Hà	Việt Nam/Hà Tĩnh	
tw34Bs7L7j6	Trung tâm Huyết học truyền máu	Việt Nam/Khánh Hòa	
TW7SPomm8RQ	Huyện Tuy Phước	Việt Nam/Bình Định	
TWeREAUxTow	Bệnh viện Mắt	Việt Nam/Tiền Giang	
txmQdCdkaWk	Huyện Phú Thiện	Việt Nam/Gia Lai	
tyeRdclSBSP	Sở Y tế	Việt Nam/Bắc Giang	
TYJdY8NO8ik	Bệnh viện Mắt	Việt Nam/Hải Phòng	
TZ0fuN5ASDr	Huyện Thạnh Hóa	Việt Nam/Long An	
TZivX6ZAhcV	Bệnh viện đa khoa Hợp Lực	Việt Nam/Thanh Hóa	
tZjj0yWUOnK	Viện Vệ sinh dịch tễ Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
TZySQUkMpf5	Bệnh viện Phổi	Việt Nam/Hải Dương	
u0VnGfdMfpa	Thành phố Lạng Sơn	Việt Nam/Lạng Sơn	
u0W8HjYxE75	Trung tâm Y tế dự phòng 	Việt Nam/Hồ Chí Minh	
u11YgLfSGuF	Bệnh viện Y học cổ truyền	Việt Nam/Nghệ An	
u1HmtuSIudl	Trung tâm Kiểm nghiệm Dược phẩm và Mỹ phẩm	Việt Nam/Bình Định	
U2fmprdmZU5	Huyện Kon Plông	Việt Nam/Kon Tum	
U3azZj4J2z3	Bệnh viện đa khoa Triều An-Loan Trâm	Việt Nam/Vĩnh Long	
u3sBurxo0bd	Huyện Hưng Hà	Việt Nam/Thái Bình	
u4dzxLIQG9r	Sở Y tế Nghệ An	Việt Nam/Nghệ An	
U4qYIR0k3Ia	Trường Cao đẳng Y	Việt Nam/Lạng Sơn	
U52SFM1BcIu	Trung tâm Kiểm nghiệm thuốc, mỹ phẩm, thực phẩm	Việt Nam/Hải Phòng	
U5BlSDEnhNY	Trung tâm Giám định y khoa	Việt Nam/Đà Nẵng	
u5EjfE5zgXu	Huyện Đạ Tẻh	Việt Nam/Lâm Đồng	
U6PbeNUiztd	Thành phố Hội An	Việt Nam/Quảng Nam	
U9CgbAzowAc	Huyện Phước Sơn	Việt Nam/Quảng Nam	
U9gTGINQm9Q	Trung tâm Kiểm soát bệnh tật 	Việt Nam/Quảng Ngãi	
u9lzVcWuaEc	Bệnh viện Tâm Thần	Việt Nam/Hải Phòng	
uA5S90Aok5e	Huyện Châu Thành	Việt Nam/Tiền Giang	
ua5WlwkXq1r	Thành phố Sóc Trăng	Việt Nam/Sóc Trăng	
uBvAJAl9Tq2	Huyện Ninh Hải	Việt Nam/Ninh Thuận	
ubZ3cxhxO15	Thị xã Đông Triều	Việt Nam/Quảng Ninh	
UCRrVTpUIFV	Huyện Lập Thạch	Việt Nam/Vĩnh Phúc	
UCvAVmCpVii	Phòng khám ĐK Đông Quy	Việt Nam/Hải Phòng	
UCwd7YOwlgg	Huyện KBang	Việt Nam/Gia Lai	
UdfWUuZzAdJ	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Thanh Hóa	
udot03srlIG	Bệnh viện Phổi	Việt Nam/Lạng Sơn	
UdthHXo5qEq	Bệnh viện Phục hồi chức năng tỉnh Lào Cai	Việt Nam/Lào Cai	
Ue5Ul9GJWu2	Bệnh viện Y dược cổ truyền	Việt Nam/Quảng Ninh	
Ue9AoHKQIky	Huyện Cần Đước	Việt Nam/Long An	
UEKa5PJ2ccY	Huyện Thường Xuân	Việt Nam/Thanh Hóa	
uEN7QHg8eKS	Sở Y tế Ninh Bình	Việt Nam/Ninh Bình	
uEOBM5PsNOt	Huyện Đạ Huoai	Việt Nam/Lâm Đồng	
uEV92LtdO22	Sở Y tế Yên Bái	Việt Nam/Yên Bái	
uEXe2BGRoce	Bệnh viện ĐK Vạn Hạnh	Việt Nam/Hồ Chí Minh	
Uf87Up8fQhc	Bệnh viện Y học cổ truyền	Việt Nam/Bà Rịa - Vũng Tàu	
UfE6XeifYCA	Bệnh viện ĐKQT Vinmec	Việt Nam/Hồ Chí Minh	
uGdpaFMvleR	Bệnh viện Da Liễu	Việt Nam/Nam Định	
uGs9FUTITik	Huyện Chư Prông	Việt Nam/Gia Lai	
uGXGIDw8I9E	Quận Cái Răng	Việt Nam/Cần Thơ	
UHbJ822O11j	Bệnh viện Phổi	Việt Nam/Hà Tĩnh	
UIhnMq8kSxT	Bệnh viện Quân Y 268	Việt Nam/Thừa Thiên Huế	
Uilg3Zjc5El	BVĐK Quốc tế VINMEC	Việt Nam/Khánh Hòa	
uiNvnt33uJZ	Bệnh viện Trẻ Em	Việt Nam/Hải Phòng	
UiqeZpv1F0E	Bệnh viện Phục hồi chức năng	Việt Nam/Hải Dương	
uJHCE2xgY4H	Trung tâm KN thuốc, MP, TP 	Việt Nam/Quảng Bình	
UK10Fpo05s6	Huyện Đam Rông	Việt Nam/Lâm Đồng	
uk9ci10WyJp	Trung tâm Kiểm dịch y tế quốc tế	Việt Nam/Lào Cai	
ukrcmruj3Ma	Viện Kiểm định Quốc gia vắc xin và Sinh phẩm y tế	Việt Nam/Các đơn vị trực thuộc Bộ	
uLCHOR5a2f3	Thị xã Quảng Yên	Việt Nam/Quảng Ninh	
ULQXpQsg9ek	Huyện Quế Võ	Việt Nam/Bắc Ninh	
ULwUzGJLeZb	Bệnh viện Đồng Nai 2	Việt Nam/Đồng Nai	
Un0Mjgayk8p	Huyện Trùng Khánh	Việt Nam/Cao Bằng	
unuKFRPqZCr	Huyện Yên Mỹ	Việt Nam/Hưng Yên	
UNxhqVcVhOj	Bệnh viện STO Phương Đông	Việt Nam/Hồ Chí Minh	
Uoc51YmDOna	Phòng khám ĐK Dân Y	Việt Nam/Đồng Nai	
uoyCo9favgB	Huyện Cẩm Xuyên	Việt Nam/Hà Tĩnh	
UP8hM1Ykacl	Bệnh viện Phổi	Việt Nam/Sơn La	
uPCAukK5btr	Bệnh viện Phổi 	Việt Nam/Điện Biên	
upeMU1xgV5Y	Huyện Bắc Quang	Việt Nam/Hà Giang	
upKDIj3LE9R	Quận Ngũ Hành Sơn	Việt Nam/Đà Nẵng	
uPzvdkHhN9N	Bệnh viện Quân Y 4 - Quân đoàn 4	Việt Nam/Bình Dương	
Uq5x8DASJwH	Huyện Nam Đàn	Việt Nam/Nghệ An	
urCIew3WzIS	Trung tâm Pháp y Hà Nội	Việt Nam/Hà Nội	
uReLGXEjUvO	Bệnh viện Nội Tiết tỉnh Lào Cai	Việt Nam/Lào Cai	
URlOt3cpy4h	Huyện  Vũng Liêm	Việt Nam/Vĩnh Long	
Urr3sAgCicW	Bệnh viện Mắt	Việt Nam/Hồ Chí Minh	
US7hJ93zoD5	Bệnh viện Châm cứu Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
uSgC4040yPg	Trung tâm Phòng chống HIV/AIDS (Sáp nhập 2020)	Việt Nam/Nghệ An	
usipcuwvdtA	Phòng khám ĐK Đông Sài Gòn	Việt Nam/Đồng Nai	
usJVlPExNDZ	Phòng khám ĐK Tâm Bình An	Việt Nam/Đồng Nai	
Usvgar1J9tE	Trung tâm Kiểm soát bệnh tật thành phố Hà Nội	Việt Nam/Hà Nội	
